"TABLE_TYPE","dbms","TABLE_CATALOG","TABLE_SCHEMA","TABLE_NAME","COLUMN_NAME","ORDINAL_POSITION","DATA_TYPE","CHARACTER_MAXIMUM_LENGTH","CONSTRAINT_TYPE","TABLE_SCHEMA1","TABLE_NAME1","COLUMN_NAME1"
"BASE TABLE","sqlserver","LIVE","cdc","dbo_CUST_LINE_BINARY_CT","__$update_mask","5","varbinary","128","","","",""
"BASE TABLE","sqlserver","LIVE","cdc","dbo_CUST_LINE_BINARY_CT","ROWID","6","int","","","","",""
"BASE TABLE","sqlserver","LIVE","cdc","dbo_CUST_LINE_BINARY_CT","CUST_ORDER_ID","7","nvarchar","15","","","",""
"BASE TABLE","sqlserver","LIVE","cdc","dbo_CUST_LINE_BINARY_CT","CUST_ORDER_LINE_NO","8","smallint","","","","",""
"BASE TABLE","sqlserver","LIVE","cdc","dbo_CUST_LINE_BINARY_CT","TYPE","9","nchar","1","","","",""
"BASE TABLE","sqlserver","LIVE","cdc","dbo_CUST_LINE_BINARY_CT","BITS","10","image","2147483647","","","",""
"BASE TABLE","sqlserver","LIVE","cdc","dbo_CUST_LINE_BINARY_CT","BITS_LENGTH","11","int","","","","",""
"BASE TABLE","sqlserver","LIVE","cdc","dbo_CUST_LINE_BINARY_CT","__$command_id","12","int","","","","",""
"BASE TABLE","sqlserver","LIVE","cdc","dbo_CUST_LINE_DEL_CT","__$start_lsn","1","binary","10","","","",""
"BASE TABLE","sqlserver","LIVE","cdc","dbo_CUST_LINE_DEL_CT","__$end_lsn","2","binary","10","","","",""
"BASE TABLE","sqlserver","LIVE","cdc","dbo_CUST_LINE_DEL_CT","__$seqval","3","binary","10","","","",""
"BASE TABLE","sqlserver","LIVE","cdc","dbo_CUST_LINE_DEL_CT","__$operation","4","int","","","","",""
"BASE TABLE","sqlserver","LIVE","cdc","dbo_CUST_LINE_DEL_CT","__$update_mask","5","varbinary","128","","","",""
"BASE TABLE","sqlserver","LIVE","cdc","dbo_CUST_LINE_DEL_CT","ROWID","6","int","","","","",""
"BASE TABLE","sqlserver","LIVE","cdc","dbo_CUST_LINE_DEL_CT","CUST_ORDER_ID","7","nvarchar","15","","","",""
"BASE TABLE","sqlserver","LIVE","cdc","dbo_CUST_LINE_DEL_CT","CUST_ORDER_LINE_NO","8","smallint","","","","",""
"BASE TABLE","sqlserver","LIVE","cdc","dbo_CUST_LINE_DEL_CT","DEL_SCHED_LINE_NO","9","smallint","","","","",""
"BASE TABLE","sqlserver","LIVE","cdc","dbo_CUST_LINE_DEL_CT","DESIRED_SHIP_DATE","10","datetime","","","","",""
"BASE TABLE","sqlserver","LIVE","cdc","dbo_CUST_LINE_DEL_CT","ACTUAL_SHIP_DATE","11","datetime","","","","",""
"BASE TABLE","sqlserver","LIVE","cdc","dbo_CUST_LINE_DEL_CT","USER_ORDER_QTY","12","decimal","","","","",""
"BASE TABLE","sqlserver","LIVE","cdc","dbo_CUST_LINE_DEL_CT","ORDER_QTY","13","decimal","","","","",""
"BASE TABLE","sqlserver","LIVE","cdc","dbo_CUST_LINE_DEL_CT","USER_SHIPPED_QTY","14","decimal","","","","",""
"BASE TABLE","sqlserver","LIVE","cdc","dbo_CUST_LINE_DEL_CT","SHIPPED_QTY","15","decimal","","","","",""
"BASE TABLE","sqlserver","LIVE","cdc","dbo_CUST_LINE_DEL_CT","SHIPTO_ID","16","nvarchar","20","","","",""
"BASE TABLE","sqlserver","LIVE","cdc","dbo_CUST_LINE_DEL_CT","RELEASE_NUMBER","17","nvarchar","30","","","",""
"BASE TABLE","sqlserver","LIVE","cdc","dbo_CUST_LINE_DEL_CT","WAREHOUSE_ID","18","nvarchar","15","","","",""
"BASE TABLE","sqlserver","LIVE","cdc","dbo_CUST_LINE_DEL_CT","SEND_ACK","19","nchar","1","","","",""
"BASE TABLE","sqlserver","LIVE","cdc","dbo_CUST_LINE_DEL_CT","ALLOCATED_QTY","20","decimal","","","","",""
"BASE TABLE","sqlserver","LIVE","cdc","dbo_CUST_LINE_DEL_CT","FULFILLED_QTY","21","decimal","","","","",""
"BASE TABLE","sqlserver","LIVE","cdc","dbo_CUST_LINE_DEL_CT","SALES_TAX_GROUP_ID","22","nvarchar","15","","","",""
"BASE TABLE","sqlserver","LIVE","cdc","dbo_CUST_LINE_DEL_CT","USER_1","23","nvarchar","80","","","",""
"BASE TABLE","sqlserver","LIVE","cdc","dbo_CUST_LINE_DEL_CT","USER_2","24","nvarchar","80","","","",""
"BASE TABLE","sqlserver","LIVE","cdc","dbo_CUST_LINE_DEL_CT","USER_3","25","nvarchar","80","","","",""
"BASE TABLE","sqlserver","LIVE","cdc","dbo_CUST_LINE_DEL_CT","USER_4","26","nvarchar","80","","","",""
"BASE TABLE","sqlserver","LIVE","cdc","dbo_CUST_LINE_DEL_CT","USER_5","27","nvarchar","80","","","",""
"BASE TABLE","sqlserver","LIVE","cdc","dbo_CUST_LINE_DEL_CT","USER_6","28","nvarchar","80","","","",""
"BASE TABLE","sqlserver","LIVE","cdc","dbo_CUST_LINE_DEL_CT","USER_7","29","nvarchar","80","","","",""
"BASE TABLE","sqlserver","LIVE","cdc","dbo_CUST_LINE_DEL_CT","USER_8","30","nvarchar","80","","","",""
"BASE TABLE","sqlserver","LIVE","cdc","dbo_CUST_LINE_DEL_CT","USER_9","31","nvarchar","80","","","",""
"BASE TABLE","sqlserver","LIVE","cdc","dbo_CUST_LINE_DEL_CT","USER_10","32","nvarchar","80","","","",""
"BASE TABLE","sqlserver","LIVE","cdc","dbo_CUST_LINE_DEL_CT","UDF_LAYOUT_ID","33","nvarchar","15","","","",""
"BASE TABLE","sqlserver","LIVE","cdc","dbo_CUST_LINE_DEL_CT","MARKED_FOR","34","nvarchar","250","","","",""
"BASE TABLE","sqlserver","LIVE","cdc","dbo_CUST_LINE_DEL_CT","BACKORDER_FLAG","35","nchar","1","","","",""
"BASE TABLE","sqlserver","LIVE","cdc","dbo_CUST_LINE_DEL_CT","LINE_STATUS","36","nchar","1","","","",""
"BASE TABLE","sqlserver","LIVE","cdc","dbo_CUST_LINE_DEL_CT","MARK_FOR_ID","37","nvarchar","20","","","",""
"BASE TABLE","sqlserver","LIVE","cdc","dbo_CUST_LINE_DEL_CT","DISPATCHED","38","nchar","1","","","",""
"BASE TABLE","sqlserver","LIVE","cdc","dbo_CUST_LINE_DEL_CT","CARRIER_ID","39","nvarchar","15","","","",""
"BASE TABLE","sqlserver","LIVE","cdc","dbo_CUST_LINE_DEL_CT","STATUS_EFF_DATE","40","datetime","","","","",""
"BASE TABLE","sqlserver","LIVE","cdc","dbo_CUST_LINE_DEL_CT","PIECE_COUNT","41","decimal","","","","",""
"BASE TABLE","sqlserver","LIVE","cdc","dbo_CUST_LINE_DEL_CT","__$command_id","42","int","","","","",""
"BASE TABLE","sqlserver","LIVE","cdc","dbo_CUST_ORDER_BINARY_CT","__$start_lsn","1","binary","10","","","",""
"BASE TABLE","sqlserver","LIVE","cdc","dbo_CUST_ORDER_BINARY_CT","__$end_lsn","2","binary","10","","","",""
"BASE TABLE","sqlserver","LIVE","cdc","dbo_CUST_ORDER_BINARY_CT","__$seqval","3","binary","10","","","",""
"BASE TABLE","sqlserver","LIVE","cdc","dbo_CUST_ORDER_BINARY_CT","__$operation","4","int","","","","",""
"BASE TABLE","sqlserver","LIVE","cdc","dbo_CUST_ORDER_BINARY_CT","__$update_mask","5","varbinary","128","","","",""
"BASE TABLE","sqlserver","LIVE","cdc","dbo_CUST_ORDER_BINARY_CT","ROWID","6","int","","","","",""
"BASE TABLE","sqlserver","LIVE","cdc","dbo_CUST_ORDER_BINARY_CT","CUST_ORDER_ID","7","nvarchar","15","","","",""
"BASE TABLE","sqlserver","LIVE","cdc","dbo_CUST_ORDER_BINARY_CT","TYPE","8","nchar","1","","","",""
"BASE TABLE","sqlserver","LIVE","cdc","dbo_CUST_ORDER_BINARY_CT","BITS","9","image","2147483647","","","",""
"BASE TABLE","sqlserver","LIVE","cdc","dbo_CUST_ORDER_BINARY_CT","BITS_LENGTH","10","int","","","","",""
"BASE TABLE","sqlserver","LIVE","cdc","dbo_CUST_ORDER_BINARY_CT","__$command_id","11","int","","","","",""
"BASE TABLE","sqlserver","LIVE","cdc","dbo_CUST_ORDER_LINE_CT","__$start_lsn","1","binary","10","","","",""
"BASE TABLE","sqlserver","LIVE","cdc","dbo_CUST_ORDER_LINE_CT","__$end_lsn","2","binary","10","","","",""
"BASE TABLE","sqlserver","LIVE","cdc","dbo_CUST_ORDER_LINE_CT","__$seqval","3","binary","10","","","",""
"BASE TABLE","sqlserver","LIVE","cdc","dbo_CUST_ORDER_LINE_CT","__$operation","4","int","","","","",""
"BASE TABLE","sqlserver","LIVE","cdc","dbo_CUST_ORDER_LINE_CT","__$update_mask","5","varbinary","128","","","",""
"BASE TABLE","sqlserver","LIVE","cdc","dbo_CUST_ORDER_LINE_CT","ROWID","6","int","","","","",""
"BASE TABLE","sqlserver","LIVE","cdc","dbo_CUST_ORDER_LINE_CT","CUST_ORDER_ID","7","nvarchar","15","","","",""
"BASE TABLE","sqlserver","LIVE","cdc","dbo_CUST_ORDER_LINE_CT","LINE_NO","8","smallint","","","","",""
"BASE TABLE","sqlserver","LIVE","cdc","dbo_CUST_ORDER_LINE_CT","PART_ID","9","nvarchar","30","","","",""
"BASE TABLE","sqlserver","LIVE","cdc","dbo_CUST_ORDER_LINE_CT","CUSTOMER_PART_ID","10","nvarchar","30","","","",""
"BASE TABLE","sqlserver","LIVE","cdc","dbo_CUST_ORDER_LINE_CT","LINE_STATUS","11","nchar","1","","","",""
"BASE TABLE","sqlserver","LIVE","cdc","dbo_CUST_ORDER_LINE_CT","ORDER_QTY","12","decimal","","","","",""
"BASE TABLE","sqlserver","LIVE","cdc","dbo_CUST_ORDER_LINE_CT","USER_ORDER_QTY","13","decimal","","","","",""
"BASE TABLE","sqlserver","LIVE","cdc","dbo_CUST_ORDER_LINE_CT","SELLING_UM","14","nvarchar","15","","","",""
"BASE TABLE","sqlserver","LIVE","cdc","dbo_CUST_ORDER_LINE_CT","DESIRED_SHIP_DATE","15","datetime","","","","",""
"BASE TABLE","sqlserver","LIVE","cdc","dbo_CUST_ORDER_LINE_CT","UNIT_PRICE","16","decimal","","","","",""
"BASE TABLE","sqlserver","LIVE","cdc","dbo_CUST_ORDER_LINE_CT","TRADE_DISC_PERCENT","17","decimal","","","","",""
"BASE TABLE","sqlserver","LIVE","cdc","dbo_CUST_ORDER_LINE_CT","EST_FREIGHT","18","decimal","","","","",""
"BASE TABLE","sqlserver","LIVE","cdc","dbo_CUST_ORDER_LINE_CT","COMMISSION_PCT","19","decimal","","","","",""
"BASE TABLE","sqlserver","LIVE","cdc","dbo_CUST_ORDER_LINE_CT","SALES_TAX_GROUP_ID","20","nvarchar","15","","","",""
"BASE TABLE","sqlserver","LIVE","cdc","dbo_CUST_ORDER_LINE_CT","MISC_REFERENCE","21","nvarchar","120","","","",""
"BASE TABLE","sqlserver","LIVE","cdc","dbo_CUST_ORDER_LINE_CT","PRODUCT_CODE","22","nvarchar","15","","","",""
"BASE TABLE","sqlserver","LIVE","cdc","dbo_CUST_ORDER_LINE_CT","COMMODITY_CODE","23","nvarchar","15","","","",""
"BASE TABLE","sqlserver","LIVE","cdc","dbo_CUST_ORDER_LINE_CT","DRAWING_ID","24","nvarchar","30","","","",""
"BASE TABLE","sqlserver","LIVE","cdc","dbo_CUST_ORDER_LINE_CT","DRAWING_REV_NO","25","nvarchar","8","","","",""
"BASE TABLE","sqlserver","LIVE","cdc","dbo_CUST_ORDER_LINE_CT","GL_REVENUE_ACCT_ID","26","nvarchar","30","","","",""
"BASE TABLE","sqlserver","LIVE","cdc","dbo_CUST_ORDER_LINE_CT","MAT_GL_ACCT_ID","27","nvarchar","30","","","",""
"BASE TABLE","sqlserver","LIVE","cdc","dbo_CUST_ORDER_LINE_CT","LAB_GL_ACCT_ID","28","nvarchar","30","","","",""
"BASE TABLE","sqlserver","LIVE","cdc","dbo_CUST_ORDER_LINE_CT","BUR_GL_ACCT_ID","29","nvarchar","30","","","",""
"BASE TABLE","sqlserver","LIVE","cdc","dbo_CUST_ORDER_LINE_CT","SER_GL_ACCT_ID","30","nvarchar","30","","","",""
"BASE TABLE","sqlserver","LIVE","cdc","dbo_CUST_ORDER_LINE_CT","LAST_SHIPPED_DATE","31","datetime","","","","",""
"BASE TABLE","sqlserver","LIVE","cdc","dbo_CUST_ORDER_LINE_CT","TOTAL_ACT_FREIGHT","32","decimal","","","","",""
"BASE TABLE","sqlserver","LIVE","cdc","dbo_CUST_ORDER_LINE_CT","TOTAL_SHIPPED_QTY","33","decimal","","","","",""
"BASE TABLE","sqlserver","LIVE","cdc","dbo_CUST_ORDER_LINE_CT","TOTAL_USR_SHIP_QTY","34","decimal","","","","",""
"BASE TABLE","sqlserver","LIVE","cdc","dbo_CUST_ORDER_LINE_CT","TOTAL_AMT_SHIPPED","35","decimal","","","","",""
"BASE TABLE","sqlserver","LIVE","cdc","dbo_CUST_ORDER_LINE_CT","TOTAL_AMT_ORDERED","36","decimal","","","","",""
"BASE TABLE","sqlserver","LIVE","cdc","dbo_CUST_ORDER_LINE_CT","PROMISE_DATE","37","datetime","","","","",""
"BASE TABLE","sqlserver","LIVE","cdc","dbo_CUST_ORDER_LINE_CT","SERVICE_CHARGE_ID","38","nvarchar","15","","","",""
"BASE TABLE","sqlserver","LIVE","cdc","dbo_CUST_ORDER_LINE_CT","PIECE_COUNT","39","decimal","","","","",""
"BASE TABLE","sqlserver","LIVE","cdc","dbo_CUST_ORDER_LINE_CT","LENGTH","40","decimal","","","","",""
"BASE TABLE","sqlserver","LIVE","cdc","dbo_CUST_ORDER_LINE_CT","WIDTH","41","decimal","","","","",""
"BASE TABLE","sqlserver","LIVE","cdc","dbo_CUST_ORDER_LINE_CT","HEIGHT","42","decimal","","","","",""
"BASE TABLE","sqlserver","LIVE","cdc","dbo_CUST_ORDER_LINE_CT","DIMENSIONS_UM","43","nvarchar","15","","","",""
"BASE TABLE","sqlserver","LIVE","cdc","dbo_CUST_ORDER_LINE_CT","VAT_CODE","44","nvarchar","15","","","",""
"BASE TABLE","sqlserver","LIVE","cdc","dbo_CUST_ORDER_LINE_CT","EDI_BLANKET_QTY","45","decimal","","","","",""
"BASE TABLE","sqlserver","LIVE","cdc","dbo_CUST_ORDER_LINE_CT","EDI_BLANKET_USRQTY","46","decimal","","","","",""
"BASE TABLE","sqlserver","LIVE","cdc","dbo_CUST_ORDER_LINE_CT","EDI_ACCUM_QTY_REL","47","decimal","","","","",""
"BASE TABLE","sqlserver","LIVE","cdc","dbo_CUST_ORDER_LINE_CT","EDI_ACCUM_USR_REL","48","decimal","","","","",""
"BASE TABLE","sqlserver","LIVE","cdc","dbo_CUST_ORDER_LINE_CT","EDI_ACCUM_QTY_REC","49","decimal","","","","",""
"BASE TABLE","sqlserver","LIVE","cdc","dbo_CUST_ORDER_LINE_CT","EDI_ACCUM_USR_REC","50","decimal","","","","",""
"BASE TABLE","sqlserver","LIVE","cdc","dbo_CUST_ORDER_LINE_CT","EDI_LAST_REC_DATE","51","datetime","","","","",""
"BASE TABLE","sqlserver","LIVE","cdc","dbo_CUST_ORDER_LINE_CT","EDI_RELEASE_NO","52","nvarchar","30","","","",""
"BASE TABLE","sqlserver","LIVE","cdc","dbo_CUST_ORDER_LINE_CT","EDI_RELEASE_DATE","53","datetime","","","","",""
"BASE TABLE","sqlserver","LIVE","cdc","dbo_CUST_ORDER_LINE_CT","EDI_QTY_RELEASED","54","decimal","","","","",""
"BASE TABLE","sqlserver","LIVE","cdc","dbo_CUST_ORDER_LINE_CT","EDI_USR_QTY_REL","55","decimal","","","","",""
"BASE TABLE","sqlserver","LIVE","cdc","dbo_CUST_ORDER_LINE_CT","EDI_REQ_REL_DATE","56","datetime","","","","",""
"BASE TABLE","sqlserver","LIVE","cdc","dbo_CUST_ORDER_LINE_CT","SHIPTO_ID","57","nvarchar","20","","","",""
"BASE TABLE","sqlserver","LIVE","cdc","dbo_CUST_ORDER_LINE_CT","WAREHOUSE_ID","58","nvarchar","15","","","",""
"BASE TABLE","sqlserver","LIVE","cdc","dbo_CUST_ORDER_LINE_CT","WIP_VAS_UNIT_PRICE","59","decimal","","","","",""
"BASE TABLE","sqlserver","LIVE","cdc","dbo_CUST_ORDER_LINE_CT","TYPE","60","nchar","15","","","",""
"BASE TABLE","sqlserver","LIVE","cdc","dbo_CUST_ORDER_LINE_CT","ALLOCATED_QTY","61","decimal","","","","",""
"BASE TABLE","sqlserver","LIVE","cdc","dbo_CUST_ORDER_LINE_CT","FULFILLED_QTY","62","decimal","","","","",""
"BASE TABLE","sqlserver","LIVE","cdc","dbo_CUST_ORDER_LINE_CT","ACCEPT_EARLY","63","nchar","1","","","",""
"BASE TABLE","sqlserver","LIVE","cdc","dbo_CUST_ORDER_LINE_CT","DAYS_EARLY","64","smallint","","","","",""
"BASE TABLE","sqlserver","LIVE","cdc","dbo_CUST_ORDER_LINE_CT","ORDER_TYPE","65","nvarchar","20","","","",""
"BASE TABLE","sqlserver","LIVE","cdc","dbo_CUST_ORDER_LINE_CT","HTS_CODE","66","nvarchar","20","","","",""
"BASE TABLE","sqlserver","LIVE","cdc","dbo_CUST_ORDER_LINE_CT","ORIG_COUNTRY_ID","67","nvarchar","50","","","",""
"BASE TABLE","sqlserver","LIVE","cdc","dbo_CUST_ORDER_LINE_CT","EDI_ACCUM_FAB_QTY","68","decimal","","","","",""
"BASE TABLE","sqlserver","LIVE","cdc","dbo_CUST_ORDER_LINE_CT","EDI_ACCUM_RAW_QTY","69","decimal","","","","",""
"BASE TABLE","sqlserver","LIVE","cdc","dbo_CUST_ORDER_LINE_CT","ACK_ID","70","nvarchar","15","","","",""
"BASE TABLE","sqlserver","LIVE","cdc","dbo_CUST_ORDER_LINE_CT","EDI_LAST_SHIPDATE","71","datetime","","","","",""
"BASE TABLE","sqlserver","LIVE","cdc","dbo_CUST_ORDER_LINE_CT","EDI_ACCUM_SHIP_QTY","72","decimal","","","","",""
"BASE TABLE","sqlserver","LIVE","cdc","dbo_CUST_ORDER_LINE_CT","EDI_ACCUM_SHIP_ADJ","73","decimal","","","","",""
"BASE TABLE","sqlserver","LIVE","cdc","dbo_CUST_ORDER_LINE_CT","USER_1","74","nvarchar","80","","","",""
"BASE TABLE","sqlserver","LIVE","cdc","dbo_CUST_ORDER_LINE_CT","USER_2","75","nvarchar","80","","","",""
"BASE TABLE","sqlserver","LIVE","cdc","dbo_CUST_ORDER_LINE_CT","USER_3","76","nvarchar","80","","","",""
"BASE TABLE","sqlserver","LIVE","cdc","dbo_CUST_ORDER_LINE_CT","USER_4","77","nvarchar","80","","","",""
"BASE TABLE","sqlserver","LIVE","cdc","dbo_CUST_ORDER_LINE_CT","USER_5","78","nvarchar","80","","","",""
"BASE TABLE","sqlserver","LIVE","cdc","dbo_CUST_ORDER_LINE_CT","USER_6","79","nvarchar","80","","","",""
"BASE TABLE","sqlserver","LIVE","cdc","dbo_CUST_ORDER_LINE_CT","USER_7","80","nvarchar","80","","","",""
"BASE TABLE","sqlserver","LIVE","cdc","dbo_CUST_ORDER_LINE_CT","USER_8","81","nvarchar","80","","","",""
"BASE TABLE","sqlserver","LIVE","cdc","dbo_CUST_ORDER_LINE_CT","USER_9","82","nvarchar","80","","","",""
"BASE TABLE","sqlserver","LIVE","cdc","dbo_CUST_ORDER_LINE_CT","USER_10","83","nvarchar","80","","","",""
"BASE TABLE","sqlserver","LIVE","cdc","dbo_CUST_ORDER_LINE_CT","UDF_LAYOUT_ID","84","nvarchar","15","","","",""
"BASE TABLE","sqlserver","LIVE","cdc","dbo_CUST_ORDER_LINE_CT","SEND_ACK","85","nchar","1","","","",""
"BASE TABLE","sqlserver","LIVE","cdc","dbo_CUST_ORDER_LINE_CT","vat_category","86","nvarchar","15","","","",""
"BASE TABLE","sqlserver","LIVE","cdc","dbo_CUST_ORDER_LINE_CT","ITA_SPECIAL_CHARGE","87","nvarchar","1","","","",""
"BASE TABLE","sqlserver","LIVE","cdc","dbo_CUST_ORDER_LINE_CT","WBS_CODE","88","nvarchar","30","","","",""
"BASE TABLE","sqlserver","LIVE","cdc","dbo_CUST_ORDER_LINE_CT","WBS_CLIN","89","nvarchar","15","","","",""
"BASE TABLE","sqlserver","LIVE","cdc","dbo_CUST_ORDER_LINE_CT","PROJECT_ID","90","nvarchar","15","","","",""
"BASE TABLE","sqlserver","LIVE","cdc","dbo_CUST_ORDER_LINE_CT","WBS_CONTRACT_TYPE","91","nvarchar","15","","","",""
"BASE TABLE","sqlserver","LIVE","cdc","dbo_CUST_ORDER_LINE_CT","EC_ID","92","nvarchar","15","","","",""
"BASE TABLE","sqlserver","LIVE","cdc","dbo_CUST_ORDER_LINE_CT","MOD_NUMBER","93","int","","","","",""
"BASE TABLE","sqlserver","LIVE","cdc","dbo_CUST_ORDER_LINE_CT","MARKED_FOR","94","nvarchar","250","","","",""
"BASE TABLE","sqlserver","LIVE","cdc","dbo_CUST_ORDER_LINE_CT","BACKORDER_FLAG","95","nchar","1","","","",""
"BASE TABLE","sqlserver","LIVE","cdc","dbo_CUST_ORDER_LINE_CT","PROJ_REF_SEQ_NO","96","smallint","","","","",""
"BASE TABLE","sqlserver","LIVE","cdc","dbo_CUST_ORDER_LINE_CT","PROJ_REF_SUB_ID","97","nvarchar","3","","","",""
"BASE TABLE","sqlserver","LIVE","cdc","dbo_CUST_ORDER_LINE_CT","OWNER_ID","98","nvarchar","15","","","",""
"BASE TABLE","sqlserver","LIVE","cdc","dbo_CUST_ORDER_LINE_CT","TRACE_QTY","99","decimal","","","","",""
"BASE TABLE","sqlserver","LIVE","cdc","dbo_CUST_ORDER_LINE_CT","QA_QTY","100","decimal","","","","",""
"BASE TABLE","sqlserver","LIVE","cdc","dbo_CUST_ORDER_LINE_CT","MARK_FOR_ID","101","nvarchar","20","","","",""
"BASE TABLE","sqlserver","LIVE","cdc","dbo_CUST_ORDER_LINE_CT","WSA_REF_NO_1","102","nvarchar","30","","","",""
"BASE TABLE","sqlserver","LIVE","cdc","dbo_CUST_ORDER_LINE_CT","WSA_REF_NO_2","103","nvarchar","30","","","",""
"BASE TABLE","sqlserver","LIVE","cdc","dbo_CUST_ORDER_LINE_CT","SHIP_ORDER_STATUS","104","nvarchar","2","","","",""
"BASE TABLE","sqlserver","LIVE","cdc","dbo_CUST_ORDER_LINE_CT","LINE_ITEM_CHG_RSN","105","nvarchar","2","","","",""
"BASE TABLE","sqlserver","LIVE","cdc","dbo_CUST_ORDER_LINE_CT","DD250_REQUIRED","106","nchar","1","","","",""
"BASE TABLE","sqlserver","LIVE","cdc","dbo_CUST_ORDER_LINE_CT","BILLING_BASIS","107","nchar","1","","","",""
"BASE TABLE","sqlserver","LIVE","cdc","dbo_CUST_ORDER_LINE_CT","FUNDED_VALUE","108","decimal","","","","",""
"BASE TABLE","sqlserver","LIVE","cdc","dbo_CUST_ORDER_LINE_CT","DC_CLASS_ID","109","nchar","1","","","",""
"BASE TABLE","sqlserver","LIVE","cdc","dbo_CUST_ORDER_LINE_CT","DISPATCHED","110","nchar","1","","","",""
"BASE TABLE","sqlserver","LIVE","cdc","dbo_CUST_ORDER_LINE_CT","TRANS_CATEGORY_ID","111","nvarchar","15","","","",""
"BASE TABLE","sqlserver","LIVE","cdc","dbo_CUST_ORDER_LINE_CT","ORIG_STAGE_REVISION_ID","112","nvarchar","24","","","",""
"BASE TABLE","sqlserver","LIVE","cdc","dbo_CUST_ORDER_LINE_CT","STATUS_EFF_DATE","113","datetime","","","","",""
"BASE TABLE","sqlserver","LIVE","cdc","dbo_CUST_ORDER_LINE_CT","PROMISE_DEL_DATE","114","datetime","","","","",""
"BASE TABLE","sqlserver","LIVE","cdc","dbo_CUST_ORDER_LINE_CT","PRICE_NOTE","115","nvarchar","255","","","",""
"BASE TABLE","sqlserver","LIVE","cdc","dbo_CUST_ORDER_LINE_CT","DISCOUNT_NOTE","116","nvarchar","255","","","",""
"BASE TABLE","sqlserver","LIVE","cdc","dbo_CUST_ORDER_LINE_CT","FREIGHT_NOTE","117","nvarchar","255","","","",""
"BASE TABLE","sqlserver","LIVE","cdc","dbo_CUST_ORDER_LINE_CT","ENTERED_BY","118","nvarchar","20","","","",""
"BASE TABLE","sqlserver","LIVE","cdc","dbo_CUST_ORDER_LINE_CT","COMMISSION_NOTE","119","nvarchar","255","","","",""
"BASE TABLE","sqlserver","LIVE","cdc","dbo_CUST_ORDER_LINE_CT","SITE_ID","120","nvarchar","15","","","",""
"BASE TABLE","sqlserver","LIVE","cdc","dbo_CUST_ORDER_LINE_CT","EMAIL_NOTIFICATION","121","nchar","1","","","",""
"BASE TABLE","sqlserver","LIVE","cdc","dbo_CUST_ORDER_LINE_CT","PRICE_GROUP_ID","122","nvarchar","15","","","",""
"BASE TABLE","sqlserver","LIVE","cdc","dbo_CUST_ORDER_LINE_CT","POSTING_CANDIDATE","123","nchar","1","","","",""
"BASE TABLE","sqlserver","LIVE","cdc","dbo_CUST_ORDER_LINE_CT","__$command_id","124","int","","","","",""
"BASE TABLE","sqlserver","LIVE","cdc","dbo_CUST_PRICE_EFFECT_CT","__$start_lsn","1","binary","10","","","",""
"BASE TABLE","sqlserver","LIVE","cdc","dbo_CUST_PRICE_EFFECT_CT","__$end_lsn","2","binary","10","","","",""
"BASE TABLE","sqlserver","LIVE","cdc","dbo_CUST_PRICE_EFFECT_CT","__$seqval","3","binary","10","","","",""
"BASE TABLE","sqlserver","LIVE","cdc","dbo_CUST_PRICE_EFFECT_CT","__$operation","4","int","","","","",""
"BASE TABLE","sqlserver","LIVE","cdc","dbo_CUST_PRICE_EFFECT_CT","__$update_mask","5","varbinary","128","","","",""
"BASE TABLE","sqlserver","LIVE","cdc","dbo_CUST_PRICE_EFFECT_CT","ROWID","6","int","","","","",""
"BASE TABLE","sqlserver","LIVE","cdc","dbo_CUST_PRICE_EFFECT_CT","CUSTOMER_ID","7","nvarchar","15","","","",""
"BASE TABLE","sqlserver","LIVE","cdc","dbo_CUST_PRICE_EFFECT_CT","PART_ID","8","nvarchar","30","","","",""
"BASE TABLE","sqlserver","LIVE","cdc","dbo_CUST_PRICE_EFFECT_CT","SELLING_UM","9","nvarchar","15","","","",""
"BASE TABLE","sqlserver","LIVE","cdc","dbo_CUST_PRICE_EFFECT_CT","CREATE_DATE","10","datetime","","","","",""
"BASE TABLE","sqlserver","LIVE","cdc","dbo_CUST_PRICE_EFFECT_CT","EFFECTIVE_DATE","11","datetime","","","","",""
"BASE TABLE","sqlserver","LIVE","cdc","dbo_CUST_PRICE_EFFECT_CT","DISCONTINUE_DATE","12","datetime","","","","",""
"BASE TABLE","sqlserver","LIVE","cdc","dbo_CUST_PRICE_EFFECT_CT","CUSTOMER_PART_ID","13","nvarchar","30","","","",""
"BASE TABLE","sqlserver","LIVE","cdc","dbo_CUST_PRICE_EFFECT_CT","QTY_BREAK_1","14","decimal","","","","",""
"BASE TABLE","sqlserver","LIVE","cdc","dbo_CUST_PRICE_EFFECT_CT","QTY_BREAK_2","15","decimal","","","","",""
"BASE TABLE","sqlserver","LIVE","cdc","dbo_CUST_PRICE_EFFECT_CT","QTY_BREAK_3","16","decimal","","","","",""
"BASE TABLE","sqlserver","LIVE","cdc","dbo_CUST_PRICE_EFFECT_CT","QTY_BREAK_4","17","decimal","","","","",""
"BASE TABLE","sqlserver","LIVE","cdc","dbo_CUST_PRICE_EFFECT_CT","QTY_BREAK_5","18","decimal","","","","",""
"BASE TABLE","sqlserver","LIVE","cdc","dbo_CUST_PRICE_EFFECT_CT","QTY_BREAK_6","19","decimal","","","","",""
